Date,open,high,low,close,mean_candle,label,action,%body,%upper-shadow,%lower-shadow,MA,trend,open_norm,high_norm,low_norm,close_norm
2008-01-02,35.673077,36.009617,35.14423,35.346153,35.346153,[],None,0.377777803456718,0.38888959505978254,0.23333260148349944,,0,0.9642258469468986,0.9672118070803986,0.9637621546752839,0.9489614795637256
2008-01-03,35.39423,35.78846,35.28846,35.384617,35.384617,[],None,0.019226000000003296,0.7884600000000006,0.1923139999999961,,0,0.955282268591842,0.9601637556463893,0.9684480479402977,0.9501840367481671
2008-01-04,35.134617,35.259617,34.596153,34.653847,34.653847,[],None,0.7246361520745683,0.18840509809123096,0.08695874983420068,,0,0.9469555904942065,0.9433100604682321,0.9459556628011323,0.926956912328595
2008-01-07,34.817307,35.096153,34.528847,34.78846,34.78846,['spanning top'],None,0.050849100837993697,0.4915266187912704,0.4576242803707359,,0,0.9367783719914325,0.9381006269906171,0.9437689559295035,0.9312355128451624
2008-01-08,35.028847,35.028847,33.846153,34.03846,34.03846,['three black crows'],None,0.8373991920141644,0.0,0.16260080798583565,,0,0.9435631843266151,0.9359556523806458,0.9215888878669283,0.9073971734022743
2008-01-09,34.115383,34.557693,33.798077,34.423077,34.423077,['bullish harami'],None,0.40506519083325976,0.17721585643272517,0.41771895273401505,,0,0.9142652651862856,0.9209404476829011,0.9200269451046126,0.9196220142042812
2008-01-10,34.23077,34.83654,34.009617,34.53846,34.53846,[],None,0.3720902671711884,0.3604688707412885,0.2674408620875231,,0,0.9179661214825877,0.929827021466318,0.9268996751973879,0.9232893996975329
2008-01-11,34.192307,34.23077,33.634617,33.817307,33.817307,[],None,0.6290331508857614,0.064518672220051,0.3064481768941875,,0,0.9167324813348702,0.9105217400726486,0.9147162877302859,0.9003679463585237
2008-01-14,34.384617,34.384617,33.89423,34.096153,34.096153,[],None,0.5882374532766949,0.0,0.4117625467233051,,0,0.9229005217063319,0.9154246894207045,0.9231508631182772,0.9092309138255792
2008-01-15,33.903847,33.91346,33.028847,33.201923,33.201923,['three black crows'],None,0.7934814432978001,0.010866898858598767,0.19565165784360106,,0,0.9074805811448031,0.9004093891159732,0.8950354060610957,0.8808083027855611
2008-01-16,33.009617,33.73077,32.990383,33.23077,33.23077,['inverse hammer'],None,0.29869919380000126,0.6753225002600006,0.02597830593999807,,0,0.8787995622618948,0.8945872423312042,0.8937857478863367,0.8817251888894395
2008-01-17,33.403847,33.46154,31.653847,31.932692,31.932692,"['bearish engulfing', 'dark cloud cover']",None,0.8138301138522964,0.03191526437287771,0.1542546217748259,,0,0.8914438686195533,0.8860071526773461,0.8503629853483883,0.8404664902396464
2008-01-18,32.615383,33.634617,32.5,32.990383,32.990383,"['bullish harami', 'inverse hammer']",None,0.33050800402250313,0.5677986492358197,0.10169334674167713,,0,0.8661551276105363,0.891522942808538,0.8778536782962569,0.8740846196845631
2008-01-22,31.923077000000003,33.365383,31.913462,32.740383,32.740383,[],None,0.5629135469491778,0.43046419192228713,0.006622261128535016,,0,0.843950503007525,0.8829427256786981,0.8587976257144461,0.8661385065369338
2008-01-23,32.451923,33.365383,31.971153,33.259617,33.259617,['three white soldiers'],None,0.5793118782410347,0.07585979357781907,0.3448283281811463,,0,0.8609124055517815,0.8829427256786981,0.8606719505314182,0.8826420749933181
2008-01-24,33.317307,33.423077,32.64423,33.317307,33.317307,['doji'],None,0.0,0.13580330925072553,0.8641966907492744,,0,0.888668234415683,0.8847813755040879,0.8825395715612705,0.8844757200632651
2008-01-25,33.60577,33.740383,32.567307,32.692307,32.692307,['bearish engulfing'],None,0.7786903832317759,0.11475215587055011,0.10655746089767398,,0,0.8979202308260253,0.8948935989847813,0.880040417656919,0.8646104371941921
2008-01-28,32.990383,33.41346,32.826923,33.384617,33.384617,['bullish harami'],None,0.6721383305741964,0.04917507335428448,0.2786865960715192,,0,0.8781826620044736,0.8844748913745288,0.88847509051201,0.8866151315671329
2008-01-29,33.625,33.721153,33.173077,33.423077,33.423077,['hanging man'],None,0.3684215327801255,0.17543734810500866,0.4561411191148658,,0,0.8985370027897465,0.8942807582016454,0.8997212993261092,0.8878375616137641
2008-01-30,33.346153,34.346153,33.240383,33.596153,33.596153,"['inverse hammer', 'piercing line']",None,0.2260867992439658,0.6782603977318974,0.09565280302413678,33.74278815000001,0,0.8895934244346898,0.9141988803784507,0.901908006197738,0.8933386875303206
2008-01-31,33.278847,34.298077,33.173077,34.0,34.0,[],None,0.6410248888888899,0.26495733333333266,0.0940177777777775,33.675480500000006,0,0.8874346904882408,0.9126667465516154,0.8997212993261092,0.9061747433556431
2008-02-01,34.221153,34.903847,34.0,34.76923,34.76923,['three white soldiers'],None,0.6063824961525567,0.14893781801565842,0.24467968583178493,33.644711150000006,0,0.917657671353877,0.9319720279452848,0.926587228164665,0.9306242978218466
2008-02-04,34.778847,34.85577,33.83654,34.009617,34.009617,['bearish engulfing'],None,0.7547167960126763,0.07547167960126833,0.16981152438605537,33.612499650000004,0,0.9355448280639903,0.9304398622494539,0.9212765707903383,0.906480414436206
