Date,open,high,low,close,Adj Close,Volume,mean_candle,label,action,%body,%upper-shadow,%lower-shadow,MA,trend
2018-04-04,998.2299800000001,1032.73999,996.51001,1029.709961,1029.709961,2536200,1029.709961,[],None,0.868893137672168,0.08363319549168968,0.04747366683614233,1083.94800725,1
2018-04-05,1046.390015,1046.709961,1024.0,1032.640015,1032.640015,1791800,1032.640015,[],None,0.6054611894754018,0.014088355325668432,0.38045045519892967,1079.82800605,0
2018-04-06,1023.099976,1036.0,1006.25,1009.9500119999999,1009.9500119999999,2006700,1009.9500119999999,[],None,0.44201559663865775,0.43361425210084137,0.1243701512605009,1073.8565064000002,0
2018-04-09,1020.0399779999999,1044.589966,1019.2000119999999,1020.090027,1020.090027,1661000,1020.090027,"['doji', 'bullish harami']",None,0.0019712127087767855,0.9649461751683339,0.03308261212288926,1066.81900945,0
2018-04-10,1030.26001,1041.209961,1015.409973,1036.5,1036.5,1831000,1036.5,['hammer'],None,0.24186019001249295,0.18255671281707667,0.5755830971704304,1060.34750675,0
2018-04-11,1032.0,1035.869995,1019.2000119999999,1025.060059,1025.060059,1703000,1025.060059,[],None,0.41631362191551374,0.23215350609535657,0.3515328719891297,1054.605008,0
2018-04-12,1031.469971,1044.650024,1026.050049,1037.290039,1037.290039,1644800,1037.290039,[],None,0.31290730229475927,0.3956986501325952,0.29139404757264553,1049.0250092,0
2018-04-13,1046.890015,1052.97998,1030.150024,1036.040039,1036.040039,1270500,1036.040039,[],None,0.4752517262845339,0.2667532517364514,0.2579950219790147,1043.2965119,0
2018-04-16,1045.550049,1051.430054,1033.920044,1046.099976,1046.099976,1488800,1046.099976,['bullish harami'],None,0.031406435518884696,0.30440176790304335,0.6641917965780719,1038.8805085000001,0
2018-04-17,1061.199951,1085.0,1057.089966,1079.359985,1079.359985,2729200,1079.359985,[],None,0.6506632704209532,0.20207839947453843,0.14725833010450837,1037.8450104500002,0
2018-04-18,1079.01001,1082.0,1070.52002,1075.390015,1075.390015,1556300,1075.390015,[],None,0.31533112427025095,0.26045254434241316,0.4242163313873359,1036.8245087500002,0
2018-04-19,1069.02002,1097.51001,1069.02002,1089.449951,1089.449951,1994200,1089.449951,"['bullish engulfing', 'piercing line']",None,0.7170915468906833,0.28290845310931667,0.0,1036.5970063,0
2018-04-20,1084.27002,1094.75,1072.099976,1077.319946,1077.319946,2121700,1077.319946,['bearish harami'],None,0.3068462090812729,0.4626917834612473,0.23046200745747977,1037.8055024,0
2018-04-23,1082.97998,1088.0,1066.680054,1073.810059,1073.810059,3479500,1073.810059,[],None,0.430109954312273,0.23546119675912472,0.3344288489286023,1040.1685029,0
2018-04-24,1059.199951,1064.48999,1012.8599849999999,1022.6400150000001,1022.6400150000001,6411000,1022.6400150000001,['three black crows'],None,0.7081141285963448,0.10246055564007729,0.1894253157635779,1038.59600535,0
2018-04-25,1029.75,1036.069946,1017.01001,1022.98999,1022.98999,2893000,1022.98999,['three black crows'],None,0.3546711804278843,0.33158275033032836,0.31374606924178733,1039.39850475,0
2018-04-26,1033.219971,1052.02002,1020.4500119999999,1043.310059,1043.310059,2546300,1043.310059,[],None,0.31960992851189374,0.27589353160759456,0.4044965398805117,1041.30500805,0
2018-04-27,1045.540039,1051.699951,1027.589966,1031.449951,1031.449951,2037300,1031.449951,"['dark cloud cover', 'bearish engulfing']",None,0.5844088248084722,0.2554921539768715,0.16009902121465622,1041.0205048499997,0
2018-04-30,1034.420044,1038.369995,1018.2999880000001,1018.580017,1018.580017,1724600,1018.580017,[],None,0.7892387381828032,0.19680865083903915,0.013952610978157637,1041.3180054499999,0
2018-05-01,1016.2999880000001,1041.72998,1010.6099849999999,1040.75,1040.75,1766300,1040.75,"['bullish engulfing', 'piercing line']",None,0.7856688922989801,0.03149036495668025,0.18284074274433967,1042.4215057999997,0
2018-05-02,1034.0,1043.97998,1023.159973,1026.050049,1026.050049,1734900,1026.050049,"['shooting star', 'bearish harami']",None,0.3818418985161745,0.47934566016236463,0.13881244132146084,1042.2385101999998,0
2018-05-03,1025.369995,1030.689941,1007.8900150000001,1026.300049,1026.300049,1964100,1026.300049,[],None,0.04079197450026488,0.19253974771673119,0.766668277783004,1041.9215118999998,0
2018-05-04,1019.6099849999999,1051.880005,1018.0499880000001,1051.0,1051.0,1844600,1051.0,[],None,0.9278746445796988,0.026012549742436896,0.046112805677864264,1043.9740112999998,0
2018-05-07,1053.890015,1065.0,1050.27002,1059.459961,1059.459961,1720000,1059.459961,[],None,0.37813669808105965,0.3761063490921205,0.2457569528268199,1045.9425079999999,0
2018-05-08,1064.619995,1065.22998,1051.640015,1058.589966,1058.589966,1301500,1058.589966,[],None,0.4437118859393648,0.04488495739319756,0.5114031566674376,1047.0470062999998,0
2018-05-09,1064.099976,1094.0,1062.109985,1088.949951,1088.949951,2358000,1088.949951,[],None,0.7792399909501493,0.15835831372296164,0.06240169532688904,1050.2415009,0
2018-05-10,1095.0,1109.410034,1093.880005,1105.469971,1105.469971,1820700,1105.469971,[],None,0.674175882092685,0.2537060941740679,0.07211802373324713,1053.6504974999998,1
2018-05-11,1100.410034,1109.01001,1097.219971,1103.380005,1103.380005,1525200,1103.380005,['three white soldiers'],buy,0.2519051039610634,0.4775221693499057,0.2705727266890309,1057.0174957999998,1
2018-05-14,1105.569946,1118.150024,1104.800049,1106.599976,1106.599976,1966900,1106.599976,[],None,0.07715594973023472,0.8651737550070309,0.05767029526273444,1060.0424957999999,1
2018-05-15,1096.900024,1099.119995,1078.780029,1084.869995,1084.869995,1786900,1084.869995,[],None,0.5914478421448695,0.10914329945290893,0.29940885840222164,1060.3179962999998,1
2018-05-16,1085.089966,1094.380005,1081.630005,1084.089966,1084.089966,1281400,1084.089966,[],None,0.0784313725490196,0.7286305098039199,0.19293811764706048,1060.7529938499997,1
2018-05-17,1081.459961,1091.0,1076.420044,1081.26001,1081.26001,1286900,1081.26001,[],None,0.013714101743520692,0.6543256371967071,0.33196026105977217,1060.3434968,1
2018-05-18,1066.0,1073.72998,1064.680054,1069.640015,1069.640015,1774100,1069.640015,[],None,0.4022148910388761,0.4519335296222374,0.14585157933888654,1059.95950025,1
2018-05-21,1079.0,1093.300049,1078.0,1084.01001,1084.01001,1259000,1084.01001,['inverse hammer'],None,0.32745058528897414,0.6071901469073735,0.06535926780365237,1060.4694978000002,1
2018-05-22,1089.800049,1091.800049,1072.26001,1075.310059,1075.310059,1111300,1075.310059,"['dark cloud cover', 'bearish engulfing']",None,0.7415537911669495,0.1023539410540584,0.15609226777899204,1063.103,1
2018-05-23,1070.0,1088.0,1066.959961,1085.959961,1085.959961,1187000,1085.959961,['piercing line'],None,0.7585518734067003,0.0969598487911539,0.1444882778021458,1066.2514985500002,1
2018-05-24,1086.900024,1087.119995,1072.300049,1085.449951,1085.449951,1030200,1085.449951,[],None,0.09784603803549403,0.014842901586819935,0.887311060377686,1068.3584931500002,1
2018-05-25,1086.550049,1089.569946,1082.599976,1084.079956,1084.079956,1111200,1084.079956,[],None,0.35439076495305855,0.43327259658220674,0.2123366384647347,1070.9899934000002,1
2018-05-29,1076.0,1081.339966,1063.079956,1068.069946,1068.069946,1803800,1068.069946,['three black crows'],None,0.43428530433444135,0.292440475114746,0.27327422055081263,1073.4644898500003,1
2018-05-30,1073.47998,1078.98999,1066.550049,1077.469971,1077.469971,1434300,1077.469971,['hammer'],buy,0.3207403475627328,0.12218860201989998,0.5570710504173673,1075.3004884000002,1
2018-05-31,1082.0,1110.0,1078.0,1100.0,1100.0,3968400,1100.0,[],None,0.5625,0.3125,0.125,1078.9979859500002,1
2018-06-01,1112.869995,1138.160034,1112.01001,1135.0,1135.0,3160100,1135.0,['three white soldiers'],buy,0.8462709250285949,0.12084248947534397,0.03288658549606113,1084.4329835,1
2018-06-04,1138.5,1157.859985,1137.0,1153.040039,1153.040039,2237700,1153.040039,['three white soldiers'],None,0.6970301752374195,0.23106181524100142,0.07190800952157905,1089.53498545,1
2018-06-05,1154.660034,1161.099976,1147.459961,1151.02002,1151.02002,1648200,1151.02002,[],None,0.26686290301000976,0.47213599105279563,0.2610011059371946,1094.1129884,1
2018-06-06,1152.77002,1154.709961,1136.319946,1146.949951,1146.949951,1746700,1146.949951,['hanging man'],sell,0.3164798397391134,0.10548882097160309,0.5780313392892835,1098.53098765,1
2018-06-07,1144.579956,1145.869995,1126.119995,1134.420044,1134.420044,1805400,1134.420044,['three black crows'],sell,0.5144259240506368,0.06531843037974576,0.4202556455696174,1100.8044923,1
2018-06-08,1131.209961,1138.780029,1123.22998,1132.709961,1132.709961,1364200,1132.709961,[],None,0.0964627185419162,0.39035684067619425,0.5131804407818895,1102.1664918000001,1
2018-06-11,1132.939941,1147.73999,1131.400024,1140.900024,1140.900024,1239800,1140.900024,[],None,0.48715419603687904,0.41860344140250977,0.09424236256061115,1104.04249275,1
2018-06-12,1141.02002,1148.75,1141.02002,1148.189941,1148.189941,1304600,1148.189941,['three white soldiers'],None,0.9275471605360033,0.0724528394639967,0.0,1106.121991,1
2018-06-13,1152.280029,1155.640015,1143.380005,1144.22998,1144.22998,1715100,1144.22998,['dark cloud cover'],None,0.6566103127158923,0.2740606247466311,0.06932906253747657,1109.08999025,1
2018-06-14,1152.209961,1165.98999,1150.599976,1160.109985,1160.109985,1771100,1160.109985,[],None,0.5133214303768663,0.38206625413076023,0.10461231549237349,1112.8909912,1
2018-06-15,1159.920044,1163.910034,1153.689941,1159.27002,1159.27002,2221900,1159.27002,[],None,0.06360255234468379,0.39040642780844276,0.5459910198468735,1116.7914916999998,1
2018-06-18,1152.689941,1184.130005,1151.0,1183.579956,1183.579956,1651900,1183.579956,['bullish engulfing'],None,0.9323878761865555,0.016602744249508708,0.051009379563935794,1122.4884887499998,1
2018-06-19,1170.109985,1182.810059,1161.609985,1178.689941,1178.689941,2364100,1178.689941,[],None,0.40471349298120823,0.19434451030689082,0.40094199671190095,1127.2224853,1
2018-06-20,1183.300049,1201.48999,1182.030029,1184.069946,1184.069946,2584300,1184.069946,[],None,0.03956313170412455,0.8951736336984407,0.0652632345974347,1132.66047965,1
2018-06-21,1185.51001,1190.329956,1163.47998,1169.439941,1169.439941,2248300,1169.439941,['bearish engulfing'],sell,0.5985133469020566,0.17951397796408006,0.22197267513386335,1136.83447865,1
2018-06-22,1171.48999,1175.0,1159.650024,1169.290039,1169.290039,1711000,1169.290039,[],None,0.14331950747024358,0.22866550410241504,0.6280149884273414,1141.02648305,1
2018-06-25,1155.0,1155.98999,1119.900024,1139.280029,1139.280029,2884100,1139.280029,['three black crows'],sell,0.4355773291667824,0.027431170203929652,0.5369915006292879,1143.7864867,1
2018-06-26,1144.140015,1146.869995,1129.0,1132.619995,1132.619995,1734400,1132.619995,['three black crows'],sell,0.6446571473578991,0.1527689291463185,0.20257392349578238,1147.01398915,1
2018-06-27,1136.0,1146.209961,1116.699951,1116.939941,1116.939941,1726900,1116.939941,['three black crows'],None,0.6458845320621691,0.34598297323518473,0.00813249470264614,1148.9874876500003,1
2018-06-28,1112.390015,1134.0,1106.069946,1126.780029,1126.780029,1486300,1126.780029,['piercing line'],buy,0.5152161180927219,0.2585018632617039,0.22628201864557412,1150.3264891000003,1
2018-06-29,1132.310059,1141.359985,1127.02002,1129.189941,1129.189941,1578100,1129.189941,['shooting star'],None,0.2175819815459657,0.6310981930569611,0.15131982539707317,1150.0359861500003,1
2018-07-02,1115.349976,1142.98999,1106.599976,1142.109985,1142.109985,1160800,1142.109985,"['bullish engulfing', 'piercing line']",None,0.7353668234367823,0.024182595807739488,0.24045058075547826,1149.4894834500003,1
2018-07-03,1149.420044,1149.910034,1114.430054,1116.280029,1116.280029,822400,1116.280029,['dark cloud cover'],None,0.9340482999144837,0.013810323455651141,0.05214137662986513,1147.7524839000002,1
2018-07-05,1124.599976,1144.140015,1123.119995,1141.290039,1141.290039,1429700,1141.290039,['bullish harami'],buy,0.7940079505157495,0.13558388621894646,0.0704081632653041,1147.4694883000004,1
2018-07-06,1141.77002,1156.199951,1137.23999,1155.079956,1155.079956,1091000,1155.079956,[],None,0.7020022878739093,0.05907158775273936,0.2389261243733514,1148.5024839000005,1
2018-07-09,1160.0,1167.930054,1157.22998,1167.280029,1167.280029,1079200,1167.280029,['three white soldiers'],None,0.6803718366807658,0.060749579862711484,0.25887858345652265,1150.2309873000006,1
2018-07-10,1169.98999,1173.5,1162.560059,1167.140015,1167.140015,1066700,1167.140015,[],None,0.26051100275587064,0.32084359504314847,0.41864540220098084,1151.5429868500007,1
2018-07-11,1155.619995,1180.439941,1155.369995,1171.459961,1171.459961,1662600,1171.459961,"['bullish engulfing', 'piercing line']",buy,0.6318308782954681,0.35819702204384657,0.009972099660685319,1152.7064878500007,1
2018-07-12,1174.859985,1201.98999,1173.099976,1201.26001,1201.26001,2207400,1201.26001,[],None,0.9138114297902332,0.025267554387480292,0.06092101582228648,1155.5579893500008,1
2018-07-13,1202.800049,1210.439941,1195.290039,1204.420044,1204.420044,1630600,1204.420044,['three white soldiers'],None,0.10693105473553594,0.39735550764619365,0.49571343761827047,1157.7734923000007,1
2018-07-16,1203.810059,1208.709961,1193.400024,1196.51001,1196.51001,1339200,1196.51001,[],None,0.47681770343012836,0.32004716936458416,0.20313512720528745,1159.6354918000006,1
2018-07-17,1182.73999,1218.76001,1182.0,1213.079956,1213.079956,2008100,1213.079956,"['bullish engulfing', 'piercing line']",None,0.8253524958235874,0.15451720497355503,0.020130299202857537,1161.1104918000005,1
2018-07-18,1208.530029,1221.589966,1204.560059,1212.910034,1212.910034,1947400,1212.910034,[],None,0.257194886619167,0.5096875749233369,0.23311753845749605,1162.8214964500007,1
2018-07-19,1206.650024,1216.47998,1197.72998,1199.099976,1199.099976,1916900,1199.099976,[],None,0.4026692266666699,0.524264320000002,0.07306645333332805,1163.5729979500006,1
2018-07-20,1199.23999,1210.77002,1196.589966,1197.880005,1197.880005,1896900,1197.880005,[],None,0.09590830895284733,0.8131160854535502,0.0909756055936025,1164.9950011500007,1
2018-07-23,1195.660034,1215.099976,1192.01001,1211.0,1211.0,3272300,1211.0,"['bullish engulfing', 'piercing line']",buy,0.6643563702086006,0.17756526796098224,0.15807836183041715,1167.0804992000008,1
2018-07-24,1271.0,1275.0,1244.140015,1258.150024,1258.150024,5380000,1258.150024,[],None,0.4163960546319108,0.12961769100017365,0.45398625436791556,1173.0239989500005,1
2018-07-25,1252.619995,1278.23999,1249.050049,1275.939941,1275.939941,2555200,1275.939941,"['bullish engulfing', 'piercing line']",buy,0.7989034989827489,0.07879594549368693,0.12230055552356416,1180.1899962500006,1
2018-07-26,1267.180054,1287.400024,1263.0,1285.5,1285.5,2734300,1285.5,[],None,0.7508167205081459,0.07786975947236888,0.17131352001948533,1188.6179992000004,1
2018-07-27,1289.119995,1291.439941,1244.48999,1252.890015,1252.890015,2418100,1252.890015,"['dark cloud cover', 'bearish engulfing']",sell,0.7716723708614739,0.04941317191151211,0.17891445722701402,1194.9234985000005,1
2018-07-30,1245.050049,1252.890015,1224.170044,1230.040039,1230.040039,2194800,1230.040039,[],None,0.5226331878956275,0.2729795931897009,0.2043872189146716,1199.9660034000003,1
2018-07-31,1231.709961,1241.209961,1216.189941,1227.219971,1227.219971,1969100,1227.219971,['three black crows'],None,0.17945589172191095,0.37969593949165614,0.4408481687864329,1204.2215027000004,1
2018-08-01,1239.109985,1245.900024,1224.939941,1232.98999,1232.98999,1849700,1232.98999,['three black crows'],None,0.29198333804308096,0.3239509595453414,0.3840657024115776,1210.0570007500003,1
2018-08-02,1218.5,1244.410034,1218.060059,1241.130005,1241.130005,1735200,1241.130005,"['bullish engulfing', 'piercing line']",None,0.858824533989118,0.12447939703927623,0.016696068971605794,1215.0489990500002,1
2018-08-03,1245.180054,1246.52002,1229.420044,1238.160034,1238.160034,1063200,1238.160034,[],None,0.41052806155984917,0.0783606947752445,0.5111112436649063,1219.2030029500002,1
2018-08-06,1241.609985,1242.459961,1230.530029,1237.670044,1237.670044,1105700,1237.670044,['hanging man'],None,0.3302567860403636,0.07124734659007018,0.5984958673695662,1222.7225037,1
2018-08-07,1252.01001,1266.079956,1251.800049,1255.839966,1255.839966,2125300,1255.839966,['inverse hammer'],buy,0.26820594840008505,0.7170908045829687,0.014703247016946244,1227.15750125,1
