Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,1053.020020,1075.979980,1053.020020,1073.209961,1073.209961,1588300
2018-01-03,1073.930054,1096.099976,1073.430054,1091.520020,1091.520020,1565900
2018-01-04,1097.089966,1104.079956,1094.260010,1095.760010,1095.760010,1302600
2018-01-05,1103.449951,1113.579956,1101.800049,1110.290039,1110.290039,1512500
2018-01-08,1111.000000,1119.160034,1110.000000,1114.209961,1114.209961,1232200
2018-01-09,1118.439941,1118.439941,1108.199951,1112.790039,1112.790039,1340400
2018-01-10,1107.000000,1112.780029,1103.979980,1110.140015,1110.140015,1036700
2018-01-11,1112.310059,1114.849976,1106.479980,1112.050049,1112.050049,1121200
2018-01-12,1110.099976,1131.300049,1108.010010,1130.650024,1130.650024,1929300
2018-01-16,1140.310059,1148.880005,1126.660034,1130.699951,1130.699951,1823100
2018-01-17,1136.359985,1139.319946,1123.489990,1139.099976,1139.099976,1391500
2018-01-18,1139.349976,1140.589966,1124.459961,1135.969971,1135.969971,1374900
2018-01-19,1138.030029,1143.780029,1132.500000,1143.500000,1143.500000,1527600
2018-01-22,1143.819946,1166.880005,1141.819946,1164.160034,1164.160034,1477500
2018-01-23,1170.619995,1178.510010,1167.250000,1176.170044,1176.170044,1956900
2018-01-24,1184.979980,1187.050049,1167.400024,1171.290039,1171.290039,1856400
2018-01-25,1180.709961,1185.000000,1171.839966,1182.140015,1182.140015,1499200
2018-01-26,1187.530029,1187.560059,1168.030029,1187.560059,1187.560059,2108500
2018-01-29,1188.000000,1198.000000,1184.060059,1186.479980,1186.479980,1574700
2018-01-30,1177.719971,1187.930054,1174.510010,1177.369995,1177.369995,1866900
2018-01-31,1183.810059,1186.319946,1172.099976,1182.219971,1182.219971,1801100
2018-02-01,1175.989990,1187.449951,1169.359985,1181.589966,1181.589966,3675700
2018-02-02,1127.420044,1131.300049,1111.170044,1119.199951,1119.199951,5892100
2018-02-05,1100.609985,1114.989990,1056.739990,1062.390015,1062.390015,4177500
2018-02-06,1033.979980,1087.380005,1030.010010,1084.430054,1084.430054,3831500
2018-02-07,1084.969971,1086.530029,1054.619995,1055.410034,1055.410034,2597100
2018-02-08,1059.869995,1063.930054,1004.700012,1007.710022,1007.710022,3339600
2018-02-09,1025.880005,1051.719971,997.000000,1046.270020,1046.270020,4918000
2018-02-12,1056.670044,1065.569946,1045.489990,1054.560059,1054.560059,2812000
2018-02-13,1050.000000,1061.219971,1046.920044,1054.140015,1054.140015,1579300
2018-02-14,1054.319946,1075.469971,1049.800049,1072.699951,1072.699951,2065200
2018-02-15,1083.449951,1094.099976,1067.229980,1091.359985,1091.359985,1869800
2018-02-16,1093.380005,1108.310059,1091.550049,1095.500000,1095.500000,1997400
2018-02-20,1092.760010,1116.290039,1090.000000,1103.589966,1103.589966,1687700
2018-02-21,1109.099976,1136.199951,1107.510010,1113.750000,1113.750000,2074300
2018-02-22,1119.170044,1125.459961,1105.150024,1109.900024,1109.900024,1400500
2018-02-23,1118.660034,1129.000000,1108.439941,1128.089966,1128.089966,1264600
2018-02-26,1131.859985,1144.199951,1129.339966,1143.699951,1143.699951,1545600
2018-02-27,1143.699951,1144.250000,1116.790039,1117.510010,1117.510010,2148200
2018-02-28,1122.000000,1127.650024,1103.000000,1103.920044,1103.920044,2464600
2018-03-01,1109.540039,1111.270020,1067.290039,1071.410034,1071.410034,2766900
2018-03-02,1057.979980,1086.890015,1050.109985,1084.140015,1084.140015,2508100
2018-03-05,1078.130005,1101.180054,1072.270020,1094.760010,1094.760010,1432400
2018-03-06,1102.099976,1105.630005,1094.500000,1100.900024,1100.900024,1169100
2018-03-07,1092.819946,1116.199951,1089.910034,1115.040039,1115.040039,1537400
2018-03-08,1117.199951,1131.439941,1117.199951,1129.380005,1129.380005,1693100
2018-03-09,1139.500000,1161.000000,1134.290039,1160.839966,1160.839966,2133100
2018-03-12,1165.050049,1178.160034,1159.199951,1165.930054,1165.930054,2215300
2018-03-13,1171.829956,1178.000000,1134.569946,1139.910034,1139.910034,2157000
2018-03-14,1145.800049,1159.760010,1142.349976,1148.890015,1148.890015,2093500
2018-03-15,1149.569946,1162.500000,1135.660034,1150.609985,1150.609985,1669100
2018-03-16,1155.349976,1156.810059,1131.359985,1134.420044,1134.420044,2932800
2018-03-19,1117.760010,1119.369995,1088.920044,1100.069946,1100.069946,3182800
2018-03-20,1098.400024,1105.550049,1082.420044,1095.800049,1095.800049,2729900
2018-03-21,1092.569946,1108.699951,1087.209961,1094.000000,1094.000000,2244900
2018-03-22,1080.010010,1083.920044,1049.640015,1053.150024,1053.150024,3465600
