timestamp,open,high,low,close,mean_candle,label,action,%body,%upper-shadow,%lower-shadow,MA,trend
2015-09-25 00:00:00+00:00,239.99,239.99,234.81,235.33,235.33,[],None,0.8996138996138978,0.0,0.10038610038610223,,0
2015-09-26 00:00:00+00:00,235.33,235.36,232.91,234.51,234.51,"['doji', 'hanging man']",None,0.3346938775510269,0.012244897959184053,0.6530612244897891,,0
2015-09-27 00:00:00+00:00,234.51,234.76,233.03,233.29,233.29,['doji'],None,0.7052023121387319,0.14450867052023206,0.15028901734103609,,0
2015-09-28 00:00:00+00:00,233.29,243.19,232.9,240.07,240.07,[],None,0.658892128279884,0.3032069970845488,0.03790087463556722,,0
2015-09-29 00:00:00+00:00,240.07,241.5,235.81,237.0,237.0,[],None,0.539543057996484,0.25131810193321746,0.20913884007029845,,0
2015-09-30 00:00:00+00:00,237.0,238.2,235.56,236.55,236.55,['doji'],None,0.17045454545454203,0.4545454545454526,0.3750000000000054,,0
2015-10-01 00:00:00+00:00,236.55,239.53,234.63,238.1,238.1,[],None,0.31632653061224103,0.2918367346938786,0.39183673469388036,,0
2015-10-02 00:00:00+00:00,238.1,238.99,237.09,238.0,238.0,['doji'],None,0.052631578947365275,0.46842105263158534,0.4789473684210494,,0
2015-10-03 00:00:00+00:00,238.0,241.0,237.53,239.67,239.67,[],None,0.4812680115273741,0.38328530259366367,0.13544668587896225,,0
2015-10-04 00:00:00+00:00,239.67,239.93,238.3,238.58,238.58,['doji'],None,0.6687116564417043,0.15950920245400002,0.17177914110429565,,0
2015-10-05 00:00:00+00:00,238.58,240.83,237.77,240.83,240.83,[],None,0.7352941176470583,0.0,0.26470588235294173,,0
2015-10-06 00:00:00+00:00,240.83,249.0,240.68,246.89,246.89,[],None,0.728365384615382,0.2536057692307711,0.018028846153846853,,0
2015-10-07 00:00:00+00:00,246.89,247.8,243.43,243.43,243.43,[],None,0.7917620137299716,0.2082379862700284,0.0,,0
2015-10-08 00:00:00+00:00,243.43,245.73,243.0,243.21,243.21,['doji'],None,0.08058608058608047,0.8424908424908394,0.07692307692308013,,0
2015-10-09 00:00:00+00:00,243.21,244.91,242.99,244.4,244.4,['doji'],None,0.6197916666666695,0.265624999999997,0.11458333333333348,,0
2015-10-10 00:00:00+00:00,244.4,246.08,243.77,246.0,246.0,[],None,0.6926406926406895,0.03463203463204001,0.2727272727272705,,0
2015-10-11 00:00:00+00:00,246.0,248.56,245.18,248.13,248.13,[],None,0.630177514792899,0.12721893491124478,0.24260355029585629,,0
2015-10-12 00:00:00+00:00,248.13,248.41,245.7,246.38,246.38,[],None,0.6457564575645738,0.10332103321033222,0.250922509225094,,0
2015-10-13 00:00:00+00:00,246.38,251.49,244.47,250.78,250.78,[],None,0.6267806267806266,0.10113960113960213,0.2720797720797712,,0
2015-10-14 00:00:00+00:00,250.78,255.55,249.99,253.4,253.4,[],None,0.47122302158273444,0.38669064748201526,0.1420863309352503,241.72749999999996,0
2015-10-15 00:00:00+00:00,253.4,257.18,253.04,254.95,254.95,['inverse hammer'],None,0.37439613526569504,0.5386473429951716,0.08695652173913342,242.70849999999996,0
2015-10-16 00:00:00+00:00,254.95,267.55,254.86,263.88,263.88,[],None,0.7037037037037044,0.2892040977147373,0.007092198581558314,244.17699999999996,0
2015-10-17 00:00:00+00:00,263.88,278.51,263.0,274.65,274.65,[],None,0.6943907156673107,0.24887169568020734,0.05673758865248201,246.24499999999995,0
2015-10-18 00:00:00+00:00,274.65,275.05,262.0,265.16,265.16,[],None,0.7272030651340953,0.03065134099617117,0.2421455938697335,247.49949999999995,0
2015-10-19 00:00:00+00:00,265.16,270.69,261.55,265.41,265.41,['doji'],None,0.027352297592997853,0.5776805251641116,0.3949671772428905,248.91999999999993,0
