Date,open,high,low,close,mean_candle,label,action,%body,%upper-shadow,%lower-shadow,MA,trend,open_norm,high_norm,low_norm,close_norm
2014-09-17,465.86401399999994,468.174011,452.421997,457.334015,457.334015,[],None,0.5415179925563741,0.14664772390375366,0.3118342835398722,,0,0.014973234455389691,0.012901319997163796,0.0149400698396799,0.0144534768685077
2014-09-18,456.85998499999994,456.85998499999994,413.10400400000003,424.44000199999994,424.44000199999994,[],None,0.7409268918002335,0.0,0.25907310819976653,,0,0.014506677955415622,0.012332125808479847,0.012848975272007979,0.012750826284008906
2014-09-19,424.10299699999996,427.834991,384.532013,394.79599,394.79599,[],None,0.6767896425044935,0.08618331053351673,0.2370270469619898,,0,0.012809328283288563,0.010871915454412564,0.011329397831529994,0.011216401330790552
2014-09-20,394.673004,423.29599,389.882996,408.903992,408.903992,[],None,0.42591178749201625,0.43073057146569954,0.1433576410422842,,0,0.011284371563542181,0.010643564114966234,0.011613985386215322,0.011946655734575522
2014-09-21,408.084991,412.425995,393.181,398.821014,398.821014,['bearish harami'],None,0.4813707148274137,0.2255653482892562,0.29306393688333005,,0,0.011979332642900955,0.010096708558418674,0.011789386970130355,0.011424743483091082
2014-09-22,399.100006,406.91598500000003,397.130005,402.152008,402.152008,[],None,0.31187494762915924,0.48681654775505223,0.20130850461578853,,0,0.011513762934727037,0.009819506997136207,0.011999411497659247,0.011597161451098272
2014-09-23,402.09201,441.55700700000006,396.196991,435.790985,435.790985,[],None,0.7429224672231143,0.12711684228682973,0.12996069049005599,,0,0.01166879785455553,0.011562252542574479,0.011949789928548083,0.013338372651172617
2014-09-24,435.751007,436.112,421.131989,423.204987,423.204987,[],None,0.8375174090326074,0.024098313412453873,0.13838427755493868,,0,0.013412886399023527,0.011288321199147884,0.013275936938714912,0.012686899787366049
2014-09-25,423.15600599999993,423.51998899999995,409.467987,411.574005,411.574005,[],None,0.8242242635604499,0.02590257245907166,0.1498731639804785,,0,0.01276025860498489,0.010654833218384502,0.012655596749440388,0.01208486019126706
2014-09-26,411.428986,414.93798799999996,400.009003,404.424988,404.424988,[],None,0.4691543329971894,0.23504625398176524,0.2957994130210454,,0,0.012152606474330285,0.010223083715910334,0.012152528597968474,0.01171481479809348
2014-09-27,403.556,406.62298599999997,397.372009,399.519989,399.519989,[],None,0.436279432972321,0.3315310372082855,0.2321895298193935,,0,0.011744656567404746,0.009804766591900242,0.012012282277959628,0.011460923629073881
2014-09-28,399.471008,401.016998,374.332001,377.181,377.181,[],None,0.8353011244483179,0.057934801341743336,0.10676407420993868,,0,0.01153298692818634,0.00952273650009809,0.010786918725758028,0.010304619207416297
2014-09-29,376.928009,385.210999,372.23999,375.46701,375.46701,[],None,0.11263572479210786,0.6385771530958013,0.24878712211209084,,0,0.010364889545074965,0.008727556890545817,0.010675656870718529,0.010215900142481138
