Date,Open,High,Low,Close,Adj Close,Volume
2001-01-02,15089.849609,15089.849609,14865.660156,14869.940430,14869.940430,0
2001-01-03,14751.330078,14751.330078,14512.709961,14589.580078,14589.580078,0
2001-01-04,15060.599609,15312.610352,15060.599609,15235.030273,15235.030273,0
2001-01-05,15354.160156,15494.559570,15275.900391,15447.610352,15447.610352,0
2001-01-08,15328.120117,15451.719727,15200.519531,15436.530273,15436.530273,0
2001-01-09,15438.299805,15555.969727,15336.620117,15500.589844,15500.589844,0
2001-01-10,15395.969727,15539.299805,15327.700195,15435.790039,15435.790039,0
2001-01-11,15441.299805,15481.759766,15060.809570,15090.769531,15090.769531,0
2001-01-12,15157.370117,15330.150391,15157.370117,15295.419922,15295.419922,0
2001-01-15,15288.809570,15388.019531,15146.650391,15293.759766,15293.759766,0
2001-01-16,15290.700195,15430.950195,15241.900391,15363.150391,15363.150391,0
2001-01-17,15409.379883,15451.389648,15154.019531,15261.480469,15261.480469,0
2001-01-18,15292.839844,15553.509766,15292.839844,15528.750000,15528.750000,0
2001-01-19,15682.349609,15964.929688,15682.349609,15933.549805,15933.549805,0
2001-01-22,15967.660156,16106.160156,15906.580078,16099.269531,16099.269531,0
2001-01-23,16053.219727,16099.059570,15940.259766,16044.209961,16044.209961,0
2001-01-24,null,null,null,null,null,null
2001-01-25,null,null,null,null,null,null
2001-01-26,null,null,null,null,null,null
2001-01-29,16176.099609,16255.110352,15980.509766,16099.820313,16099.820313,0
2001-01-30,16145.280273,16167.950195,15877.230469,15893.070313,15893.070313,0
2001-01-31,15916.419922,16106.709961,15905.509766,16102.349609,16102.349609,0
2001-02-01,16055.639648,16193.169922,15913.070313,16163.990234,16163.990234,0
2001-02-02,16165.429688,16274.669922,16056.200195,16071.290039,16071.290039,0
2001-02-05,16013.459961,16013.459961,15753.969727,15830.839844,15830.839844,0
2001-02-06,15864.469727,15936.480469,15819.639648,15913.240234,15913.240234,0
2001-02-07,15909.019531,16060.320313,15871.379883,16049.469727,16049.469727,0
2001-02-08,15987.570313,15987.570313,15794.440430,15909.400391,15909.400391,0
2001-02-09,15882.929688,15899.240234,15782.879883,15873.280273,15873.280273,0
2001-02-12,15807.639648,15807.639648,15586.459961,15693.110352,15693.110352,0
2001-02-13,15801.690430,15915.059570,15792.759766,15842.719727,15842.719727,0
2001-02-14,15821.790039,16021.219727,15750.959961,15860.419922,15860.419922,0
2001-02-15,15865.469727,15870.980469,15714.769531,15756.370117,15756.370117,0
2001-02-16,15777.400391,15813.150391,15544.620117,15630.309570,15630.309570,0
2001-02-19,15552.940430,15573.740234,15458.429688,15490.959961,15490.959961,0
2001-02-20,15499.019531,15613.440430,15437.509766,15527.360352,15527.360352,0
2001-02-21,15484.349609,15484.349609,15298.750000,15351.509766,15351.509766,0
