Date,open,high,low,close,Adj Close,Volume,mean_candle,label,action,%body,%upper-shadow,%lower-shadow,MA,trend
2018-01-01,14112.200195,14112.200195,13154.700195,13657.200195,13657.200195,10291200000,13657.200195,[],None,0.4751958224543081,0.0,0.5248041775456919,,0
2018-01-02,13625.0,15444.599609,13163.599609,14982.099609,14982.099609,16846600192,14982.099609,['bullish engulfing'],None,0.5949581801841302,0.20276194651468654,0.20227987330118335,,0
2018-01-03,14978.200195,15572.799805,14844.5,15201.0,15201.0,16871900160,15201.0,['inverse hammer'],None,0.305917705140674,0.5105037821615238,0.18357851269780215,,0
2018-01-04,15270.700195,15739.700195,14522.200195,15599.200195,15599.200195,21783199744,15599.200195,"['hammer', 'three white soldiers']",None,0.2698151950718686,0.11540041067761807,0.6147843942505133,,0
2018-01-05,15477.200195,17705.199219,15202.799805,17429.5,17429.5,23840899072,17429.5,['three white soldiers'],None,0.7801711405771622,0.1101739464361937,0.10965491298664408,,0
2018-01-06,17462.099609,17712.400391,16764.599609,17527.0,17527.0,18314600448,17527.0,['three white soldiers'],None,0.06847471771763038,0.19561113951475884,0.7359141427676108,,0
2018-01-07,17527.300781,17579.599609,16087.700195,16477.599609,16477.599609,15866000384,16477.599609,['bearish engulfing'],None,0.7036004989006585,0.03505519709252932,0.2613443040068122,,0
2018-01-08,16476.199219,16537.900391,14208.200195,15170.099609,15170.099609,18413899776,15170.099609,[],None,0.5606299094804204,0.026484597505695946,0.41288549301388366,,0
2018-01-09,15123.700195,15497.5,14424.0,14595.400391,14595.400391,16659999744,14595.400391,['three black crows'],None,0.49212836888681905,0.3482066185374947,0.15966501257568627,,0
2018-01-10,14588.5,14973.299805,13691.200195,14973.299805,14973.299805,18500800512,14973.299805,['hammer'],None,0.30013253416401886,0.0,0.6998674658359811,,0
2018-01-11,14968.200195,15018.799805,13105.900391,13405.799805,13405.799805,16534099968,13405.799805,[],None,0.8167708027746815,0.026451788123137084,0.15677740910218144,,0
2018-01-12,13453.900391,14229.900391,13158.099609,13980.599609,13980.599609,12065699840,13980.599609,[],None,0.4914152208558496,0.23259992545890754,0.27598485368524284,,0
2018-01-13,13952.400391,14659.5,13952.400391,14360.200195,14360.200195,12763599872,14360.200195,[],None,0.5767218632417597,0.4232781367582403,0.0,,0
2018-01-14,14370.799805,14511.799805,13268.0,13772.0,13772.0,11084099584,13772.0,['bearish engulfing'],None,0.4814278009956757,0.11336229466606158,0.4052099043382627,,0
2018-01-15,13767.299805,14445.5,13641.700195,13819.799805,13819.799805,12750799872,13819.799805,[],None,0.06531477075936833,0.778427900962229,0.15625732827840264,,0
2018-01-16,13836.099609,13843.099609,10194.900391,11490.5,11490.5,18853799936,11490.5,['bearish engulfing'],None,0.6429472374827968,0.0019187548655408974,0.35513400765166225,,0
2018-01-17,11431.099609,11678.0,9402.290039,11188.599609,11188.599609,18830600192,11188.599609,['hanging man'],None,0.10656015228471373,0.10849378665614548,0.7849460610591408,,0
2018-01-18,11198.799805,12107.299805,10942.5,11474.900391,11474.900391,15020399616,11474.900391,[],None,0.23703694387208327,0.5429254119766967,0.22003764415121999,,0
2018-01-19,11429.799805,11992.799805,11172.099609,11607.400391,11607.400391,10740400128,11607.400391,[],None,0.21640129594900048,0.46959829652581375,0.31400040752518577,,0
2018-01-20,11656.200195,13103.0,11656.200195,12899.200195,12899.200195,11801700352,12899.200195,['three white soldiers'],None,0.8591375224853584,0.14086247751464168,0.0,14180.569970649996,0
2018-01-21,12889.200195,12895.900391,11288.200195,11600.099609,11600.099609,9935179776,11600.099609,[],None,0.8018289661264673,0.004167565580118757,0.19400346829341394,14077.714941349997,0
